 A B C D E
2853 6072 26918 13313 83909 991
2854 56202 58878 91784 37201 54637
2855 51547 71374 62450 8502 59455
2856 59016 11253 93461 45829 28154
2857 35258 59705 65320 46646 82681
2858 84486 71884 24855 74436 35875
2859 35686 60814 49163 38839 62149
2860 25439 24128 54870 21402 44628
2861 46563 48777 19738 19789 66869
2862 82333 31655 49549 8209 1540
2863 82436 79471 82801 1405 36260
2864 22639 24525 74149 43341 2104
2865 40181 17114 64344 5027 62671
2866 2629 88281 63856 73504 77495
2867 90765 65076 49855 93931 86939
2868 58980 76261 43605 16397 61583
2869 93175 52074 35240 21096 86712
2870 53379 58126 44927 57768 88684
2871 90745 98313 19723 15929 65896
2872 2243 21101 72998 47256 26653
2873 35468 68391 73666 8273 75360
2874 54814 29031 91539 32735 69844
2875 28772 17550 23307 25434 81672
2876 23235 42009 9961 9134 89003
2877 41676 7560 41591 18942 97521
2878 16958 6554 97952 67435 60513
2879 82590 72954 17874 5938 53327
2880 92341 27060 55429 95240 95388
2881 80102 91849 89557 94290 10994
2882 69721 40315 13356 36433 74352
2883 53817 80654 16954 5476 82514
2884 8782 45582 93543 19060 36848
2885 68747 63071 51400 98728 61565
2886 65955 17800 97850 70746 41864
2887 40514 28014 86387 30793 31860
2888 47676 98870 16978 11289 34027
2889 41971 14234 95207 90300 35869
2890 17398 98333 1019 69077 48132
2891 68268 63029 4324 778 685
2892 30557 36310 63931 84278 17652
2893 91386 87225 82384 18495 89319
2894 48614 40241 24335 52614 96126
2895 31691 67069 23934 68898 97252
2896 64091 38063 76663 84747 90761
2897 83815 2142 24381 9840 15719
2898 63470 13175 16044 77812 93460
2899 85162 13915 32574 89490 24827
2900 32347 87896 22751 24460 65789
2901 35545 60988 50272 86014 52182
2902 5769 75743 740 3778 53656
2903 69861 17916 3648 561 34969
2904 8608 99391 24066 98254 26034
2905 16946 2743 35353 10426 57696
2906 80119 36330 73832 14338 3323
2907 42524 44458 5618 93838 72972
2908 28840 49730 33723 15154 62836
2909 36466 50288 99748 8926 87057
2910 21210 51093 61339 8453 17815
2911 80644 72919 46804 55043 71251
2912 67712 81472 41178 15617 7255
2913 41234 46154 51112 50320 26278
2914 29509 44494 24844 7515 27401
2915 73252 59887 96280 75240 97127
2916 76862 99718 83828 97925 20482
2917 52285 98428 6489 39136 25652
2918 83936 76444 61376 63315 90940
2919 54487 77702 87363 76886 65894
2920 65856 64633 28743 71112 77139
2921 21978 86836 39058 76264 39397
2922 4634 72983 71734 65849 19628
2923 91316 71925 56418 11643 77001
2924 59460 26592 33379 31901 16337
2925 38934 83168 29460 39291 43856
2926 52875 98205 51839 20298 83080
2927 88633 75548 31545 3399 35509
2928 95435 90709 7815 1234 17185
2929 53450 57443 93416 90824 88823
2930 40134 39718 6741 84342 36809
2931 17178 69303 17412 44506 81208
2932 5030 63266 71392 71352 88827
2933 78641 64508 70628 46308 12133
2934 49492 14208 86575 67748 49200
2935 38302 93494 40986 73271 66583
2936 72037 87985 12217 14678 6185
2937 31623 24157 8962 93554 24043
2938 2370 80488 17765 21524 39119
2939 98447 38923 98534 70945 94877
2940 44412 40154 38692 33199 15366
2941 40604 91264 50285 44027 19753
2942 12811 90396 97043 68537 79225
2943 23702 74331 93554 24686 493
2944 93742 13980 3248 58074 23437
2945 78940 18649 24679 80018 27213
2946 1393 28124 42121 51697 79365
2947 1999 29602 19895 40881 50881
2948 96303 96403 61578 58803 76291
2949 87258 96094 67594 14409 87758
2950 13763 6286 85719 47475 40513
2951 15293 89401 89768 15671 55539
2952 59917 7201 44122 65458 86381
2953 798 31735 9366 28070 35519
2954 69121 79345 57180 45929 92443
2955 22921 57103 30041 60163 30337
2956 38194 23444 43045 71114 3323
2957 12922 18011 62281 97550 769
2958 25592 26054 33652 94029 28756
2959 99791 74765 54359 43285 56437
2960 4603 86179 39921 74388 23598
2961 72425 92318 84417 45420 30861
2962 19155 47428 61018 58876 72098
2963 60030 23041 76323 86847 72356
2964 56823 47167 39603 11467 84261
2965 24612 56478 6946 19414 12084
2966 91756 83128 97096 29191 97396
2967 84965 28396 54486 96120 89645
2968 74828 95291 21851 85000 8326
2969 31884 4321 29478 67528 19196
2970 37250 29310 7197 75260 21020
2971 37672 13989 31430 57515 67521
2972 8177 87075 95930 84967 72517
2973 80032 31868 86166 76022 58635
2974 53476 36611 97368 39500 67064
2975 4013 37290 71341 38812 78978
2976 79421 9388 25397 28875 71526
2977 25295 73841 39103 16984 65506
2978 60429 4745 92939 92822 32582
2979 93888 38875 70869 32978 89517
2980 37781 68664 90466 25919 36797
2981 3340 26654 70061 3866 45231
2982 1928 97360 15620 92106 83825
2983 46248 3934 60633 73165 33182
2984 30345 88526 53275 39627 46770
2985 16187 32241 75295 4563 54997
2986 59974 473 68033 75080 52328
2987 33511 40483 39451 67877 93068
2988 95965 85914 32382 52141 41844
2989 33194 12428 52280 26085 13157
2990 22946 37348 37588 98121 66256
2991 6940 83158 80605 15986 85487
2992 29327 73219 16476 29031 27703
2993 79673 36562 28583 33943 39210
2994 16729 83983 32472 28203 50449
2995 7510 34292 18076 44606 42027
2996 6677 43548 44435 14963 1675
2997 28144 92416 17038 24930 24610
2998 39513 93502 46361 19539 54051
2999 93236 51197 27835 20076 75736
3000 94639 95333 72902 34666 17281
3001 44758 11313 58284 13174 97922
3002 27040 55444 36478 40551 24531
3003 46773 12702 3810 92530 10235
3004 39377 97997 45161 6056 85238
3005 31245 81428 98272 21285 54435
3006 86779 48484 46985 3031 67891
3007 46927 39355 24648 8679 8357
3008 48340 34621 65946 6401 83708
3009 42514 69495 11899 50403 66822
3010 95626 21811 70778 44279 91510
3011 75292 32569 67460 82201 5867
3012 11267 99570 15337 57213 67202
3013 77394 84284 20501 69121 4787
3014 49260 89439 83566 84322 8692
3015 4445 57949 42634 45683 64774
3016 3148 75680 49561 13685 91259
3017 77012 79497 40822 33698 6946
3018 28607 74694 53560 44731 96123
3019 79120 26260 44693 84515 8846
3020 46682 2064 7351 37485 483
3021 62273 32190 79059 81375 26395
3022 51372 20230 15726 82709 20633
3023 50792 88480 24907 3172 36438
3024 43300 12815 99844 29994 73218
3025 61154 93091 6603 49346 47169
3026 35051 99285 20197 8392 8110
3027 18072 16019 98489 21873 85308
3028 7108 14209 77681 43860 59604
3029 14610 31766 68847 96647 20534
3030 13531 64969 29561 59378 88622
3031 85465 41085 94771 32168 42445
3032 96969 76299 80565 70003 22410
3033 3670 39338 77701 34807 5293
3034 92231 37835 53912 63983 19326
3035 70301 62591 69595 10415 2733
3036 74877 53736 23607 22642 50372
3037 31410 86903 58460 58006 45336
3038 61723 18115 10249 5632 88632
3039 95407 53407 19991 61258 26636
3040 61430 30642 54182 84931 45819
3041 54047 7490 18540 78501 30090
3042 50449 15301 10462 17599 76990
3043 66023 61445 8433 8345 90833
3044 24192 86715 84713 46606 89632
3045 61650 23893 3927 36203 50767
3046 25391 50429 63077 10445 4481
3047 95707 82165 85894 9982 1870
3048 50996 64728 99530 38619 78313
3049 231 84410 87031 6225 85715
3050 34904 72286 42230 79584 85259
3051 86199 29328 23494 68189 21099
3052 48116 41991 7913 77259 2547
3053 14348 55268 79911 63011 80690
3054 86857 8377 3082 66594 50757
3055 7163 4012 22411 52537 49847
3056 67632 496 28827 87497 62763
3057 98606 70883 6346 43644 67973
3058 54732 19534 78681 44794 60779
3059 11414 46249 75761 89612 68979
3060 56308 34699 48117 70060 37443
3061 70107 25933 33599 33140 4360
3062 26405 59144 6916 4416 22933
3063 47036 14669 2727 2154 61545
3064 16871 67608 53585 92829 9052
3065 66918 89159 52783 64226 1019
3066 60505 94298 87304 4667 64715
3067 90730 30995 12691 26771 8159
3068 49845 96955 44618 49101 46594
3069 22254 64350 32975 32061 6450
3070 29202 72469 24274 3328 18266
3071 78724 62279 48443 98883 97311
3072 51188 53905 57061 22769 45389
3073 35369 77857 32885 94670 2456
3074 6070 25966 941 96282 60049
3075 75718 59979 32214 68663 57723
3076 24470 10245 41067 99939 19844
3077 85140 82893 4086 56813 18000
3078 18064 12807 89933 21710 20041
3079 29883 96627 49870 72320 39192
3080 85365 24606 8722 66654 2491
3081 27132 91194 39857 19664 35581
3082 91706 23213 8233 69074 13542
3083 39902 61306 38689 13652 5892
3084 52882 99306 89792 53606 45776
3085 30886 23332 89035 54042 15627
3086 22215 68879 25445 68434 5931
3087 44989 74328 32853 56650 11355
3088 56110 15891 20021 21733 94947
3089 20445 93400 95714 37943 39582
3090 36212 78188 41480 63595 91416
3091 29135 64658 30460 10874 92549
3092 9292 68172 8299 56484 72431
3093 2086 27995 34501 59748 15881
3094 32117 69913 62165 38542 439
3095 97620 35901 47338 32629 82125
3096 93862 36508 79261 89831 48082
3097 68392 59997 17660 854 89778
3098 61765 8485 13366 79033 63752
3099 25214 849 21410 94873 39556
3100 48522 82455 33632 6084 85751
3101 9692 50198 43126 49539 60957
3102 86850 85706 96796 95180 45625
3103 37969 40719 12913 37407 51412
3104 81003 90375 92418 74923 92441
3105 506 92039 60167 82078 57802
3106 70479 13970 339 32339 28294
3107 84373 85732 20283 70187 58548
3108 34092 46233 27776 75563 90469
3109 15296 45020 23743 22151 98423
3110 70374 83842 3449 54441 64689
3111 51264 72047 84187 34324 26943
3112 3354 95496 37302 60997 19853
3113 97927 60150 63048 67846 18637
3114 24305 56017 75742 79347 11650
3115 58382 42860 87456 55577 15908
3116 95619 62531 8341 53129 3217
3117 65442 58162 23327 85774 47952
3118 28727 45062 8745 42967 60297
3119 73173 80751 65967 95880 31532
3120 96723 35823 63986 71195 51634
3121 49547 31080 86795 27775 92079
3122 89132 42858 24108 55719 3341
3123 16298 85179 93048 22088 47087
3124 27636 63881 18134 56652 12825
3125 16816 78854 27885 77796 99475
3126 70174 41684 55637 32626 22081
3127 36736 67965 73950 20249 33241
3128 45596 95154 24483 85695 15500
3129 35045 66525 91207 39276 16164
3130 32938 76142 56727 67377 46058
3131 22942 94949 5174 78215 46915
3132 50350 5120 47528 97770 76079
3133 49120 66816 77757 61863 45854
3134 62008 75458 31135 11924 30006
3135 62633 70078 30531 50008 15707
3136 91752 56471 90301 82778 71719
3137 86293 5817 30394 26331 17024
3138 92517 50909 12113 75203 74098
3139 66136 4485 71797 43056 6888
3140 63253 56464 26683 88111 46092
3141 41927 2438 31731 2412 54504
3142 80814 99869 85594 41519 8955
3143 56095 3459 71481 2665 83186
3144 71440 19299 57387 64213 29448
3145 22649 27287 19813 44327 38488
3146 74343 56365 88184 65031 23429
3147 58660 22613 51390 37228 56315
3148 90172 22632 46777 86493 67536
3149 96135 63002 34375 50264 79744
3150 86318 48472 33187 86091 56797
3151 78028 70174 48978 29350 78842
3152 37496 30454 94822 108 18268
3153 98906 82046 79124 29707 70023
3154 15305 60080 31899 32596 44357
3155 15019 65345 95852 94294 28934
3156 68210 74528 76460 52595 52373
3157 286 83781 89224 84719 42413
3158 25092 18191 5420 49780 54794
3159 19768 37287 63451 13838 55278
3160 81378 19368 42039 96911 84152
3161 41769 5043 9714 59149 27707
3162 54420 8783 9994 94516 98626
3163 91885 7481 57319 86217 99431
3164 62703 32606 5620 88169 57162
3165 59269 65121 28291 6198 14814
3166 15175 69036 2168 5809 7810
3167 40784 78325 33169 58180 34068
3168 95361 19984 46673 85543 62235
3169 16090 75409 40068 79176 82416
3170 97986 51842 20711 78468 86645
3171 75727 56586 44855 5980 53970
3172 14290 59203 19660 35910 34787
3173 62053 33495 17716 24322 59706
3174 14247 49544 53572 49288 60565
3175 43706 71081 53797 50436 32140
3176 62774 96145 78127 96105 11999
3177 79912 4281 2248 29096 70344
3178 81969 6715 55435 1360 19541
3179 13701 63110 26271 60199 49494
3180 69275 79794 84645 37384 46795
3181 40243 36514 29935 81647 96928
3182 53377 87631 54663 14848 27773
3183 28218 10999 81916 6372 67426
3184 67038 76925 74324 85290 15637
3185 90974 81377 65913 78771 78201
3186 28356 81970 83609 48981 32600
3187 90668 77250 69610 69472 70016
3188 92578 30874 98173 9919 50156
3189 21484 52987 48160 12244 28266
3190 75146 5444 10346 47827 3934
3191 55248 14675 83335 65774 69613
3192 10670 2150 85254 41722 31458
3193 74712 51963 53964 10473 40567
3194 31748 2851 16051 94010 13543
3195 39893 57045 17708 18449 54243
3196 49527 40448 9600 87099 14352
3197 70867 90758 91018 62620 97545
3198 89724 35897 27351 66430 57642
3199 31931 30138 71925 772 47522
3200 34206 51185 26288 57564 94043
3201 15467 76904 56957 2691 93963
3202 37328 16831 88095 17231 90044
3203 21620 30102 16377 88962 75989
3204 19096 38689 71117 66906 79656
3205 83420 19653 40642 80504 26267
3206 84345 73810 34388 31528 47777
3207 41314 18919 52547 7248 84397
3208 82893 35038 30801 3052 36927
3209 45058 16160 36730 11458 74424
3210 90613 5804 39397 35182 50057
3211 80978 26640 92422 79575 8868
3212 5612 52566 73335 40445 2468
3213 3997 26402 1791 72372 37758
3214 89849 17050 79668 69571 41232
3215 34452 996 16591 14068 1593
3216 20932 65129 53609 5283 60273
3217 42665 45091 93673 89758 76307
3218 25812 80952 64099 93126 6495
3219 90111 33950 17363 25379 53599
3220 66275 79050 37274 84949 96139
3221 79739 5544 66897 6876 43270
3222 67744 65816 9545 54413 60175
3223 8696 32003 41922 99470 60830
3224 30238 16368 52568 63380 23679
3225 55278 64589 54815 9163 1245
3226 90185 21296 73859 66846 18306
3227 45236 42816 79571 65058 65941
3228 45696 91996 86948 36963 31250
3229 5559 77629 46825 68612 36163
3230 91733 7068 93821 22662 47728
3231 25837 50399 31521 49821 27682
3232 41851 80951 70368 500 45424
3233 31422 75852 77746 62480 27599
3234 59808 6248 9820 53268 51730
3235 65164 78664 58260 65927 65634
3236 94604 52870 15606 98453 49455
3237 87781 82458 6189 26416 37660
3238 4788 42154 21695 25718 75178
3239 630 32744 7494 38362 62513
3240 85800 8320 42311 56233 98599
3241 15868 24034 81422 1107 92173
3242 17604 18205 92150 79040 28967
3243 20260 21589 68309 85614 83224
3244 1201 98033 88601 35716 47558
3245 97472 88294 7322 93462 86779
3246 43228 38250 31330 97591 38348
3247 52624 14101 73353 38976 31452
3248 66806 12387 28141 46470 99745
3249 85149 88775 27260 54549 26058
3250 9164 76095 97815 58265 89244
3251 42615 22415 43262 4236 77608
3252 3311 69427 72196 67483 33062
3253 8258 48219 46446 99010 19282
3254 62508 12293 47403 48570 74429
3255 63273 8641 88308 43276 61938
3256 85927 25294 87564 8673 1056
3257 31051 2857 80795 62296 71613
3258 30406 87395 18844 27646 84701
3259 34958 40307 33144 59976 8440
3260 85270 62934 94325 1316 84708
3261 378 72438 21646 83101 7560
3262 73834 20977 73834 53041 58621
3263 20247 76419 53019 73383 85913
3264 45861 75332 24986 70952 78259
3265 29262 91355 21378 43080 67402
3266 8456 8772 65388 91171 24561
3267 77818 4600 92564 18353 61636
3268 94285 93181 58297 7999 82154
3269 91170 13857 31329 22733 73499
3270 53304 59995 3062 42003 88322
3271 22567 11473 62668 43233 68092
3272 37915 10801 61340 7272 16340
3273 11895 87571 86751 73354 81414
3274 5652 43589 80156 21918 39502
3275 34093 64568 70619 4016 25161
3276 72662 62681 15000 55366 38992
3277 64702 75123 91651 68305 23263
3278 24085 10448 68174 42882 77357
3279 87852 5231 28599 56643 67644
3280 53684 40023 75849 69731 90031
3281 76536 49790 95952 69655 27694
3282 31803 24226 83343 45885 31462
3283 48384 71326 39039 27804 31478
3284 53046 50210 24401 9457 37461
3285 22733 90410 96689 8029 11669
3286 16592 92666 35036 28174 84971
3287 87130 28738 68630 19258 33700
3288 94937 21279 39774 29997 12902
3289 91960 34590 85468 60217 25306
3290 36222 72945 51562 57520 12120
3291 35305 28806 35400 66632 7759
3292 64979 2759 13168 59477 83621
3293 42387 14103 83958 91247 63016
3294 1979 17799 75483 3271 59368
3295 30704 63109 38410 36901 96031
3296 88988 36806 91282 7654 46807
3297 80825 53455 36251 82382 1376
3298 26644 9837 15482 18143 29003
3299 42863 46579 54693 49845 71032
3300 73910 57571 31465 81497 32021
3301 17510 23078 58485 52086 16116
3302 22743 63379 68812 2542 17569
3303 7686 28739 47709 90220 98884
3304 25627 58755 91571 21804 98688
3305 95488 67536 94153 99034 55361
3306 62887 96953 28955 6989 9969
3307 22362 75841 96721 13317 6372
3308 5362 8055 95705 6532 2635
3309 91261 21497 93198 28704 14976
3310 30127 30475 46563 44648 45570
3311 22547 76123 52024 31109 30265
3312 28944 65820 87790 21817 12970
3313 37510 15266 32733 83967 28155
3314 10817 53984 49426 42386 42986
3315 26904 34138 74696 70195 23553
3316 57650 83538 4297 83586 25157
3317 95353 89740 18376 78142 39017
3318 43708 68127 7888 71638 39466
3319 81844 76339 3137 89413 39317
3320 82065 87215 75889 88865 39115
3321 77094 2225 20495 53964 47805
3322 79816 90728 36644 72151 15679
3323 45551 95590 62197 94989 88595
3324 75633 34241 80517 18817 23101
3325 54179 68181 7904 63508 64740
3326 74021 73378 44924 60385 67574
3327 60386 80581 27622 96822 36433
3328 48349 68480 55341 40183 45994
3329 64487 55366 65074 64846 10390
3330 24050 98807 16602 98970 63726
3331 86508 15298 89797 55320 73351
3332 31750 88566 14372 32975 81822
3333 30623 84303 24002 25735 19797
3334 31125 34591 28559 72346 32082
3335 30638 22034 97667 6351 8354
3336 23733 13488 44613 26241 82320
3337 23038 4794 80016 27649 60518
3338 91553 32036 55954 87847 28006
3339 52397 22901 77315 77863 97414
3340 2965 77470 51574 17095 22132
3341 64016 18696 34517 40587 11563
3342 85597 34934 22366 93199 97052
3343 74670 46282 80961 10580 97316
3344 99713 83486 94651 75321 63309
3345 66700 21364 40688 31500 84473
3346 23762 50017 73462 4951 71123
3347 23554 85422 17366 20922 54902
3348 35865 74683 8632 93229 26151
3349 15626 18969 8001 69590 20894
3350 99430 7283 75881 22925 4018
3351 1030 2029 96278 8873 1717
3352 64366 47256 38181 54429 67193
3353 83187 50036 16061 81469 84897
3354 33209 14568 53749 18612 57025
3355 37242 74903 29845 32387 72519
3356 94715 66336 35035 59559 98443
3357 64190 63600 53621 20002 96976
3358 90732 55491 33676 79489 22270
3359 3490 66418 44819 40883 22704
3360 89154 8147 6316 1527 14367
3361 98665 9365 97894 55757 39112
3362 84848 96127 95040 37337 96246
3363 49126 37604 86686 17625 32323
3364 37589 68649 70869 73049 24336
3365 71751 62773 32681 61071 36274
3366 95743 3001 12282 17807 77836
3367 86999 5923 77849 12982 59331
3368 30274 88126 49577 40963 20945
3369 80864 52778 95550 15992 47782
3370 53307 65104 64451 81122 78370
3371 12110 18913 53592 8875 45015
3372 68816 56954 58475 54818 93891
3373 81718 31106 46481 70003 55563
3374 21184 62818 29184 30246 70312
3375 26010 34695 63951 77165 54282
3376 74722 14800 91171 91955 87763
3377 66959 41339 53949 69937 48565
3378 67564 72574 77286 6631 66152
3379 97040 10540 54305 94607 47558
3380 50577 82278 61980 69971 46508
